"","sample_name","cluster_color","cluster_order","cluster_label","class_color","class_order","class_label","subclass_color","subclass_order","subclass_label","full_genotype_label","donor_sex_label","region_label","cortical_layer_label","cell_type_accession_label","external_donor_name_label"
"F1S4_170329_005_H01","F1S4_170329_005_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"M","MTG","L6","CS1910121117","H200.1025"
"F1S4_170329_006_A01","F1S4_170329_006_A01","#BFC124",75,"Exc L6 THEMIS LINC00343","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L6","CS1910121075","H200.1025"
"F1S4_170329_129_H01","F1S4_170329_129_H01","#A67C72",118,"VLMC L1-3 CYP1B1","#17994B",3,"Non-neuronal","#B65CCC",17,"VLMC",NA,"M","MTG","L2","CS1910121118","H200.1025"
"F1S4_170329_154_B01","F1S4_170329_154_B01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","MTG","L1","CS1910121009","H200.1025"
"F1S4_170321_063_H01","F1S4_170321_063_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","MTG","L3","CS1910121111","H200.1030"
"F1S4_170329_053_H01","F1S4_170329_053_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","MTG","L6","CS1910121120","H200.1025"
"F1S4_170329_054_A01","F1S4_170329_054_A01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"M","MTG","L6","CS1910121098","H200.1025"
"F1S4_170329_118_G01","F1S4_170329_118_G01","#B9814D",7,"Inh L1-2 PAX6 SCGN","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","MTG","L3","CS1910121007","H200.1025"
"F1S4_170321_065_H01","F1S4_170321_065_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","MTG","L3","CS1910121114","H200.1030"
"F1S4_170329_057_B01","F1S4_170329_057_B01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"M","MTG","L6","CS1910121098","H200.1025"
"F1S4_170406_119_H01","F1S4_170406_119_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","MTG","L1","CS1910121111","H200.1025"
"F1S4_170329_121_H01","F1S4_170329_121_H01","#A67C72",118,"VLMC L1-3 CYP1B1","#17994B",3,"Non-neuronal","#B65CCC",17,"VLMC",NA,"M","MTG","L3","CS1910121118","H200.1025"
"F1S4_170329_122_A01","F1S4_170329_122_A01","#689E7C",87,"Exc L4-5 RORB LCN15","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L3","CS1910121087","H200.1025"
"F1S4_170321_070_G01","F1S4_170321_070_G01","#23D385",79,"Exc L4-5 RORB LINC01474","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L3","CS1910121079","H200.1030"
"F1S4_170321_071_H01","F1S4_170321_071_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","MTG","L3","CS1910121114","H200.1030"
"F1S4_170329_124_H01","F1S4_170329_124_H01","#A77B6E",119,"Peri L1-6 MUSTN1","#17994B",3,"Non-neuronal","#992E8E",18,"Pericyte",NA,"M","MTG","L3","CS1910121119","H200.1025"
"F1S4_170329_065_H01","F1S4_170329_065_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","MTG","L6","CS1910121116","H200.1025"
"F1S4_170413_127_E01","F1S4_170413_127_E01","#B9814D",7,"Inh L1-2 PAX6 SCGN","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","MTG","L1","CS1910121007","H200.1025"
"F1S4_170413_132_E01","F1S4_170413_132_E01","#B36C76",15,"Inh L1 ADARB2 ADAM33","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","MTG","L1","CS1910121015","H200.1025"
"F1S4_170215_129_G01","F1S4_170215_129_G01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","MTG","L6","CS1910121090","H200.1023"
"F1S4_170215_130_F01","F1S4_170215_130_F01","#9C28CC",11,"Inh L1-3 PAX6 NABP1","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","MTG","L6","CS1910121011","H200.1023"
"F1S4_170215_131_C01","F1S4_170215_131_C01","#8E5A63",3,"Inh L1-4 LAMP5 DUSP4","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"F","MTG","L6","CS1910121003","H200.1023"
"F1S4_170426_083_H01","F1S4_170426_083_H01","#73B29E",115,"Oligo L4-6 MOBP COL18A1","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"F","MTG","L6","CS1910121115","H200.1023"
"F1S4_170426_084_C01","F1S4_170426_084_C01","#ECD704",37,"Inh L6 SST NPY","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","MTG","L6","CS1910121037","H200.1023"
"F1S4_170215_132_E01","F1S4_170215_132_E01","#E89C04",38,"Inh L5-6 SST ISOC1","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","MTG","L6","CS1910121038","H200.1023"
"F1S4_170215_133_D01","F1S4_170215_133_D01","#A63827",47,"Inh L5-6 PVALB STON2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","MTG","L6","CS1910121047","H200.1023"
"F1S4_170215_134_H01","F1S4_170215_134_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","MTG","L6","CS1910121120","H200.1023"
"F1S4_170420_092_A01","F1S4_170420_092_A01","#CD6FF3",19,"Inh L1-6 VIP PENK","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","MTG","L3","CS1910121019","H200.1030"
"F1S4_170420_092_H01","F1S4_170420_092_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","MTG","L3","CS1910121116","H200.1030"
"F1S4_170426_029_A01","F1S4_170426_029_A01","#5494B3",94,"Exc L6 FEZF2 FAM95C","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"F","MTG","L6","CS1910121094","H200.1023"
"F1S4_170420_098_D01","F1S4_170420_098_D01","#0A4657",102,"Exc L3-5 FEZF2 ONECUT1","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"M","MTG","L3","CS1910121102","H200.1030"
"F1S4_170420_099_B01","F1S4_170420_099_B01","#0E9797",67,"Exc L3-4 RORB SEMA6D","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L3","CS1910121067","H200.1030"
"F1S4_170426_032_G01","F1S4_170426_032_G01","#5494B3",94,"Exc L6 FEZF2 FAM95C","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"F","MTG","L6","CS1910121094","H200.1023"
"F1S4_170426_033_H01","F1S4_170426_033_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"F","MTG","L6","CS1910121116","H200.1023"
"F1S4_170329_094_H01","F1S4_170329_094_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","MTG","L3","CS1910121114","H200.1025"
"F1S4_170426_041_D01","F1S4_170426_041_D01","#E89C04",38,"Inh L5-6 SST ISOC1","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","MTG","L6","CS1910121038","H200.1023"
"F1S4_170426_046_C01","F1S4_170426_046_C01","#5494B3",94,"Exc L6 FEZF2 FAM95C","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"F","MTG","L6","CS1910121094","H200.1023"
"F1S4_170426_046_E01","F1S4_170426_046_E01","#5494B3",94,"Exc L6 FEZF2 FAM95C","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"F","MTG","L6","CS1910121094","H200.1023"
"F1S4_170329_100_A01","F1S4_170329_100_A01","#29B948",65,"Exc L3 RORB CARTPT","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L3","CS1910121065","H200.1025"
"F1S4_170329_101_H01","F1S4_170329_101_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"M","MTG","L3","CS1910121117","H200.1025"
"F1S4_170426_048_A01","F1S4_170426_048_A01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","MTG","L6","CS1910121098","H200.1023"
"F1S4_170420_104_H01","F1S4_170420_104_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","MTG","L3","CS1910121120","H200.1030"
"F1S4_170420_105_D01","F1S4_170420_105_D01","#D26ECB",20,"Inh L1-5 VIP KCNJ2","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","MTG","L3","CS1910121020","H200.1030"
"F1S4_170420_106_H01","F1S4_170420_106_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","MTG","L3","CS1910121116","H200.1030"
"F1S4_170426_063_A01","F1S4_170426_063_A01","#CD6FF3",19,"Inh L1-6 VIP PENK","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","MTG","L6","CS1910121019","H200.1023"
"F1S4_170426_065_A01","F1S4_170426_065_A01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","MTG","L6","CS1910121098","H200.1023"
"F1S4_170426_065_C01","F1S4_170426_065_C01","#510BBB",89,"Exc L6 THEMIS C6orf48","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","MTG","L6","CS1910121089","H200.1023"
"F1S4_170426_065_H01","F1S4_170426_065_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"F","MTG","L6","CS1910121116","H200.1023"
"F1S4_170426_066_D01","F1S4_170426_066_D01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","MTG","L6","CS1910121107","H200.1023"
"F1S4_170420_111_D01","F1S4_170420_111_D01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","MTG","L3","CS1910121040","H200.1030"
"F1S4_170426_068_A01","F1S4_170426_068_A01","#936052",6,"Inh L5-6 LAMP5 SFTA3","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"F","MTG","L6","CS1910121006","H200.1023"
"F1S4_170426_070_C01","F1S4_170426_070_C01","#296B98",95,"Exc L6 FEZF2 CPZ","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"F","MTG","L6","CS1910121095","H200.1023"
"F1S4_170426_072_B01","F1S4_170426_072_B01","#7D45B8",101,"Exc L6 FEZF2 TBCC","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","MTG","L6","CS1910121101","H200.1023"
"F2S4_170503_028_A01","F2S4_170503_028_A01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","V1C","L4ab","CS1910121120","H200.1030"
"F1S4_170426_077_H01","F1S4_170426_077_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","MTG","L6","CS1910121120","H200.1023"
"F2S4_170503_081_B01","F2S4_170503_081_B01","#24D388",57,"Exc L4 RORB BHLHE22","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","V1C","L4c","CS1910121057","H200.1030"
"F2S4_170503_082_H01","F2S4_170503_082_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","V1C","L5","CS1910121116","H200.1030"
"F1S4_170420_119_B01","F1S4_170420_119_B01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","MTG","L3","CS1910121040","H200.1030"
"F1S4_170420_120_D01","F1S4_170420_120_D01","#23D385",79,"Exc L4-5 RORB LINC01474","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","MTG","L3","CS1910121079","H200.1030"
"F1S4_170215_139_E01","F1S4_170215_139_E01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","MTG","L6","CS1910121107","H200.1023"
"F1S4_170420_124_H01","F1S4_170420_124_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","MTG","L3","CS1910121120","H200.1030"
"F1S4_170215_141_F01","F1S4_170215_141_F01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","MTG","L6","CS1910121090","H200.1023"
"F1S4_170215_142_A01","F1S4_170215_142_A01","#8E5A63",3,"Inh L1-4 LAMP5 DUSP4","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"F","MTG","L6","CS1910121003","H200.1023"
"F1S4_170420_079_H01","F1S4_170420_079_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","MTG","L4","CS1910121114","H200.1030"
"F1S4_170420_125_B01","F1S4_170420_125_B01","#CF6EC9",34,"Inh L1-3 VIP ZNF322P1","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","MTG","L3","CS1910121034","H200.1030"
"F1S4_170215_144_E01","F1S4_170215_144_E01","#A63827",47,"Inh L5-6 PVALB STON2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","MTG","L6","CS1910121047","H200.1023"
"F1S4_170420_127_H01","F1S4_170420_127_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","MTG","L3","CS1910121114","H200.1030"
"F1S4_170215_149_A01","F1S4_170215_149_A01","#996A0E",41,"Inh L4-6 SST MTHFD2P6","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","MTG","L6","CS1910121041","H200.1023"
"F1S4_170215_149_H01","F1S4_170215_149_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"F","MTG","L6","CS1910121116","H200.1023"
"F1S4_170420_081_H01","F1S4_170420_081_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","MTG","L4","CS1910121114","H200.1030"
"F1S4_170215_150_F01","F1S4_170215_150_F01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","MTG","L6","CS1910121090","H200.1023"
"F1S4_170215_151_F01","F1S4_170215_151_F01","#55C5B3",81,"Exc L5-6 RORB LINC00320","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","MTG","L6","CS1910121081","H200.1023"
"F1S4_170420_132_H01","F1S4_170420_132_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","MTG","L3","CS1910121120","H200.1030"
"F1S4_170215_153_D01","F1S4_170215_153_D01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","MTG","L6","CS1910121107","H200.1023"
"F1S4_170215_155_H01","F1S4_170215_155_H01","#A77B6E",119,"Peri L1-6 MUSTN1","#17994B",3,"Non-neuronal","#992E8E",18,"Pericyte",NA,"F","MTG","L6","CS1910121119","H200.1023"
"F1S4_170420_084_H01","F1S4_170420_084_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","MTG","L4","CS1910121114","H200.1030"
"F1S4_170426_107_B01","F1S4_170426_107_B01","#3CAD5F",108,"Exc L5-6 FEZF2 CYP26B1","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","MTG","L5","CS1910121108","H200.1023"
"F1S4_170426_102_C01","F1S4_170426_102_C01","#23D385",79,"Exc L4-5 RORB LINC01474","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","MTG","L5","CS1910121079","H200.1023"
"F1S4_170426_100_E01","F1S4_170426_100_E01","#510BBB",89,"Exc L6 THEMIS C6orf48","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","MTG","L5","CS1910121089","H200.1023"
"F1S4_170426_100_F01","F1S4_170426_100_F01","#510BBB",89,"Exc L6 THEMIS C6orf48","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","MTG","L5","CS1910121089","H200.1023"
"F2S4_170503_097_B01","F2S4_170503_097_B01","#5504EC",88,"Exc L5-6 THEMIS IL7R","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"M","V1C","L6a","CS1910121088","H200.1030"
"F1S4_170426_096_D01","F1S4_170426_096_D01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","MTG","L5","CS1910121098","H200.1023"
"F2S4_170503_049_A01","F2S4_170503_049_A01","#20D387",60,"Exc L4-5 RORB ASCL1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","V1C","L4c","CS1910121060","H200.1030"
"F2S4_170503_049_H01","F2S4_170503_049_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","V1C","L4c","CS1910121116","H200.1030"
"F1S4_170426_093_C01","F1S4_170426_093_C01","#0A75B1",104,"Exc L5 FEZF2 SCN7A","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"F","MTG","L5","CS1910121104","H200.1023"
"F2S4_170503_095_G01","F2S4_170503_095_G01","#48CB80",109,"Exc L5-6 FEZF2 RSAD2","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"M","V1C","L6a","CS1910121109","H200.1030"
"F2S4_170503_046_C01","F2S4_170503_046_C01","#24D388",57,"Exc L4 RORB BHLHE22","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","V1C","L4c","CS1910121057","H200.1030"
"F1S4_170426_088_D01","F1S4_170426_088_D01","#23D385",79,"Exc L4-5 RORB LINC01474","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","MTG","L5","CS1910121079","H200.1023"
"F2S4_170503_015_B01","F2S4_170503_015_B01","#CF6EC9",34,"Inh L1-3 VIP ZNF322P1","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","V1C","L2","CS1910121034","H200.1030"
"F2S4_170503_035_F01","F2S4_170503_035_F01","#24D388",57,"Exc L4 RORB BHLHE22","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","V1C","L4ab","CS1910121057","H200.1030"
"F2S4_170510_008_D01","F2S4_170510_008_D01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"F","V1C","L2","CS1910121055","H200.1023"
"F2S4_170510_008_E01","F2S4_170510_008_E01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"F","V1C","L2","CS1910121055","H200.1023"
"F2S4_170503_079_A01","F2S4_170503_079_A01","#24D388",57,"Exc L4 RORB BHLHE22","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","V1C","L4c","CS1910121057","H200.1030"
"F2S4_170510_105_E01","F2S4_170510_105_E01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","V1C","L6a","CS1910121040","H200.1023"
"F1S4_170215_135_H01","F1S4_170215_135_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"F","MTG","L6","CS1910121116","H200.1023"
"F1S4_170215_136_D01","F1S4_170215_136_D01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","MTG","L6","CS1910121090","H200.1023"
"F2S4_170503_003_H01","F2S4_170503_003_H01","#352D27",112,"Astro L1 FGFR3 MT1G","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","V1C","L1","CS1910121112","H200.1030"
"F2S4_170510_010_H01","F2S4_170510_010_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"F","V1C","L2","CS1910121117","H200.1023"
"F2S4_170510_047_D01","F2S4_170510_047_D01","#5504EC",88,"Exc L5-6 THEMIS IL7R","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","V1C","L4c","CS1910121088","H200.1023"
"F1S4_170517_008_H01","F1S4_170517_008_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","V1C","L2","CS1910121114","H200.1030"
"F2S4_170503_006_D01","F2S4_170503_006_D01","#00FF34",62,"Exc L2-3 LINC00507 RPL9P17","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","V1C","L1","CS1910121062","H200.1030"
"F2S4_170503_038_H01","F2S4_170503_038_H01","#24D388",57,"Exc L4 RORB BHLHE22","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","V1C","L4ab","CS1910121057","H200.1030"
"F1S4_170517_027_D01","F1S4_170517_027_D01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","V1C","L3","CS1910121040","H200.1030"
"F1S4_170517_027_F01","F1S4_170517_027_F01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","V1C","L3","CS1910121055","H200.1030"
"F1S4_170517_027_H01","F1S4_170517_027_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","V1C","L3","CS1910121116","H200.1030"
"F2S4_170503_039_A01","F2S4_170503_039_A01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","V1C","L4ab","CS1910121055","H200.1030"
"F2S4_170503_039_F01","F2S4_170503_039_F01","#BF670B",46,"Inh L2-4 SST AHR","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","V1C","L4ab","CS1910121046","H200.1030"
"F2S4_170503_039_H01","F2S4_170503_039_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"M","V1C","L4ab","CS1910121117","H200.1030"
"F2S4_170503_099_H01","F2S4_170503_099_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","V1C","L6a","CS1910121114","H200.1030"
"F2S4_170503_101_G01","F2S4_170503_101_G01","#D92D43",52,"Inh L3-4 PVALB HOMER3","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","V1C","L6a","CS1910121052","H200.1030"
"F1S4_170517_081_H01","F1S4_170517_081_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","V1C","L4c","CS1910121116","H200.1030"
"F2S4_170503_011_B01","F2S4_170503_011_B01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","V1C","L2","CS1910121055","H200.1030"
"F2S4_170503_050_H01","F2S4_170503_050_H01","#73B29E",115,"Oligo L4-6 MOBP COL18A1","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","V1C","L4c","CS1910121115","H200.1030"
"F2S4_170503_051_E01","F2S4_170503_051_E01","#20D187",59,"Exc L4 RORB CACNG5","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","V1C","L4c","CS1910121059","H200.1030"
"F2S4_170510_048_E01","F2S4_170510_048_E01","#5504EC",88,"Exc L5-6 THEMIS IL7R","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","V1C","L4c","CS1910121088","H200.1023"
"F2S4_170510_082_G01","F2S4_170510_082_G01","#0A4657",102,"Exc L3-5 FEZF2 ONECUT1","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"F","V1C","L6a","CS1910121102","H200.1023"
"F2S4_170510_083_D01","F2S4_170510_083_D01","#469DAD",96,"Exc L6 FEZF2 ETV4","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"F","V1C","L6a","CS1910121096","H200.1023"
"F1S4_170517_092_B01","F1S4_170517_092_B01","#20D387",60,"Exc L4-5 RORB ASCL1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","V1C","L5","CS1910121060","H200.1030"
"F1S4_170517_093_A01","F1S4_170517_093_A01","#5504EC",88,"Exc L5-6 THEMIS IL7R","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"M","V1C","L5","CS1910121088","H200.1030"
"F1S4_170517_093_H01","F1S4_170517_093_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","V1C","L5","CS1910121120","H200.1030"
"F1S4_170517_114_A01","F1S4_170517_114_A01","#296B98",95,"Exc L6 FEZF2 CPZ","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"M","V1C","L6b","CS1910121095","H200.1030"
"F2S4_170503_076_A01","F2S4_170503_076_A01","#24D388",57,"Exc L4 RORB BHLHE22","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","V1C","L4c","CS1910121057","H200.1030"
"F2S4_170503_076_H01","F2S4_170503_076_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","V1C","L4c","CS1910121120","H200.1030"
"F2S4_170503_077_D01","F2S4_170503_077_D01","#24D388",57,"Exc L4 RORB BHLHE22","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","V1C","L4c","CS1910121057","H200.1030"
